0.536953,-0.699743,0.264608,0.389903
0.820534,-0.364271,0.063877,0.435834
0.348732,0.760060,0.283161,0.469590
0.660936,-0.530392,0.322599,0.421637
-0.501173,-0.266969,0.132407,0.812417
0.680577,0.268156,0.398255,0.553444
0.493591,-0.685242,0.358723,0.397654
-0.005900,0.629444,0.454394,0.630311
0.607571,-0.626121,0.194382,0.448381
0.206015,0.785153,0.375867,0.447008
0.784880,0.173093,0.300455,0.513546
0.523094,-0.684785,0.338937,0.377575
-0.164695,-0.826515,0.329591,0.425581
-0.603059,-0.613825,0.253766,0.441748
-0.601276,-0.440753,0.240331,0.621648
-0.294371,-0.349041,0.453711,0.765286
-0.629983,-0.610742,0.042195,0.477844
-0.427824,0.654285,0.136236,0.608537
0.526230,0.440422,0.465078,0.559297
0.681854,-0.459134,0.166935,0.544430
0.077516,-0.488358,0.552223,0.671228
0.757581,0.146404,0.164083,0.614584
0.416471,-0.629597,0.293818,0.586370
-0.304601,0.117215,0.663304,0.673429
0.431293,0.790567,0.102627,0.422442
0.053110,-0.820057,0.339475,0.457650
0.207089,0.708001,0.473885,0.480919
0.849711,-0.180151,0.012502,0.495360
0.103383,-0.744523,0.140638,0.644375
-0.311579,-0.756712,0.349894,0.455939
0.676243,0.127443,0.251091,0.680740
0.687391,0.089934,0.492236,0.526411
0.775855,-0.296471,0.250626,0.497334
-0.416813,0.313522,0.545899,0.655718
0.450033,-0.673677,0.355285,0.466265
-0.826171,-0.151253,0.322530,0.436507
0.646133,-0.284050,0.434939,0.559156
0.742817,-0.462401,0.053148,0.481231
-0.678722,-0.363067,0.171007,0.615041
0.627099,-0.647011,0.219061,0.374347
-0.624425,0.628808,0.076450,0.457000
-0.000826,0.873275,0.171167,0.456172
-0.760243,-0.480040,0.158200,0.408123
-0.355761,-0.583427,0.504271,0.527976
0.319068,0.817678,0.189251,0.440208
0.602719,-0.687071,0.207130,0.348941
0.578905,-0.498164,0.439234,0.473049
0.514070,0.638599,0.283030,0.497812
0.690362,-0.400648,0.132021,0.587751
-0.494282,0.212349,0.532198,0.653727
-0.735987,-0.668211,0.108455,0.007406
0.392934,0.919560,0.003499,0.000000
0.921775,0.387181,0.020550,0.000215
0.586617,-0.804084,0.096516,0.000000
0.701858,-0.711466,0.034529,0.000000
0.947003,-0.318905,0.034357,0.017431
0.649605,0.758768,0.047221,0.000000
0.956962,-0.287661,0.038354,0.001921
0.992090,0.121593,0.030468,0.000000
-0.714727,0.696609,0.061810,0.000000
0.798255,-0.601303,0.029020,0.000000
0.300878,-0.953105,0.030841,0.010593
0.992784,-0.118491,0.016568,0.000000
-0.908331,0.415543,0.047472,0.002375
0.136195,0.990660,0.005975,0.002850
-0.983773,-0.162509,0.073133,0.020834
0.639697,0.768469,-0.002523,0.000000
-0.637891,0.769777,0.022993,0.000000
0.773146,0.634120,0.011296,0.000000
0.973928,-0.225752,0.021965,0.004260
